#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d1c75a_a.3.1.1       -             71 d1e29a_a.3.1.1.aln   -            103   8.6e-09   32.1   0.5   2   2     0.013       1.3    5.9   0.0    73   100    50    71    43    71 0.79 -
d1e29a_a.3.1.1       -            135 d1e29a_a.3.1.1.aln   -            103   1.7e-08   31.2   0.0   1   1   2.2e-10   2.2e-08   30.8   0.0     4    97    25   120    22   125 0.81 -
d1wvec_a.3.1.1       -             75 d1e29a_a.3.1.1.aln   -            103   1.2e-05   22.1   0.2   1   1   1.8e-06   0.00018   18.3   0.2     5    34     3    30     1    75 0.88 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels95/d1e29a_a.3.1.1.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels95/d1e29a_a.3.1.1.out -E 1 hmmModels95/d1e29a_a.3.1.1.hmm scop/scopTestSeq.fasta 
# Current dir:     /users/nfs/Etu7/3801677/SBAS/TME8
# Date:            Tue Apr  4 15:53:38 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d1p5zb_c.37.1.1      -            241 d1e2ka_c.37.1.1.aln  -            207   5.2e-45  149.0   0.0   1   1   1.8e-46   5.9e-45  148.8   0.0     3   203     2   229     1   233 0.98 -
d1t0hb_c.37.1.1      -            219 d1e2ka_c.37.1.1.aln  -            207   9.8e-40  131.7   0.0   1   1   3.3e-41   1.1e-39  131.6   0.0     2   206    19   208    18   209 0.99 -
d1zina1c.37.1.1      -            183 d1e2ka_c.37.1.1.aln  -            207   3.9e-33  110.2   0.0   1   1   1.4e-34   4.7e-33  109.9   0.0     4   197     1   177     1   182 0.97 -
d1qf9a_c.37.1.1      -            194 d1e2ka_c.37.1.1.aln  -            207   7.5e-29   96.2   0.0   1   1   2.7e-30   8.8e-29   96.0   0.0     3   194     6   185     4   192 0.89 -
d1e2ka_c.37.1.1      -            329 d1e2ka_c.37.1.1.aln  -            207   3.5e-28   94.0   0.0   1   1   1.3e-29   4.2e-28   93.7   0.0     2   196     3   220     2   231 0.95 -
d1deka_c.37.1.1      -            241 d1e2ka_c.37.1.1.aln  -            207   1.3e-26   88.8   0.0   1   1   4.5e-28   1.5e-26   88.7   0.0     3   202     1   226     1   231 0.96 -
d1khta_c.37.1.1      -            190 d1e2ka_c.37.1.1.aln  -            207   6.9e-24   80.0   0.1   1   1   2.3e-25   7.6e-24   79.8   0.1     4   198     2   189     1   190 0.98 -
d1lw7a2c.37.1.1      -            192 d1e2ka_c.37.1.1.aln  -            207   9.6e-18   59.9   0.0   1   1   3.5e-19   1.2e-17   59.7   0.0     4   198     8   186     6   192 0.91 -
d1kgda_c.37.1.1      -            178 d1e2ka_c.37.1.1.aln  -            207   8.6e-16   53.5   0.1   1   1   2.8e-17   9.1e-16   53.5   0.1     2   171     2   161     1   178 0.93 -
d1vhta_c.37.1.1      -            208 d1e2ka_c.37.1.1.aln  -            207   1.5e-14   49.5   0.0   1   1   7.2e-16   2.4e-14   48.8   0.0     4   198     4   205     2   208 0.91 -
d1gsia_c.37.1.1      -            208 d1e2ka_c.37.1.1.aln  -            207     3e-14   48.5   0.0   1   1   1.1e-15   3.6e-14   48.3   0.0     4   199     1   200     1   207 0.95 -
d2grja_c.37.1.1      -            179 d1e2ka_c.37.1.1.aln  -            207   1.1e-13   46.7   0.2   1   1   4.5e-15   1.5e-13   46.2   0.2     2   183     2   162     1   177 0.92 -
d1y63a_c.37.1.1      -            174 d1e2ka_c.37.1.1.aln  -            207   3.8e-13   44.9   0.4   1   1   1.2e-14   4.1e-13   44.8   0.4     2   186     4   165     3   174 0.91 -
d1kjwa2c.37.1.1      -            199 d1e2ka_c.37.1.1.aln  -            207   7.1e-12   40.8   0.0   1   1   2.6e-13   8.5e-12   40.5   0.0    13   186    16   180     7   193 0.87 -
d3kb2a_c.37.1.1      -            171 d1e2ka_c.37.1.1.aln  -            207   6.7e-11   37.6   0.0   1   1   2.2e-12   7.3e-11   37.4   0.0     5   157     2   136     1   170 0.92 -
d1yj5a2c.37.1.1      -            172 d1e2ka_c.37.1.1.aln  -            207   2.7e-10   35.6   0.0   1   2   0.00016    0.0051   11.8   0.0     6    41    17    52    14    55 0.89 -
d1yj5a2c.37.1.1      -            172 d1e2ka_c.37.1.1.aln  -            207   2.7e-10   35.6   0.0   2   2   9.2e-08     3e-06   22.4   0.0    99   199    75   170    46   172 0.91 -
d1ly1a_c.37.1.1      -            152 d1e2ka_c.37.1.1.aln  -            207   1.4e-09   33.3   0.0   1   1   5.4e-11   1.8e-09   32.9   0.0     3   156     2   136     1   150 0.77 -
d2qora_c.37.1.0      -            196 d1e2ka_c.37.1.1.aln  -            207   2.6e-08   29.1   0.0   1   1   1.7e-09   5.7e-08   28.0   0.0     3    94     4   102     2   185 0.74 -
d3akea_c.37.1.0      -            208 d1e2ka_c.37.1.1.aln  -            207   2.8e-07   25.7   0.3   1   2   6.5e-08   2.1e-06   22.8   0.0     5    45     4    44     2    59 0.87 -
d3akea_c.37.1.0      -            208 d1e2ka_c.37.1.1.aln  -            207   2.8e-07   25.7   0.3   2   2       0.4        13    0.7   0.1   121   156   130   165   123   181 0.76 -
d2jaqa_c.37.1.0      -            201 d1e2ka_c.37.1.1.aln  -            207   5.7e-05   18.2   0.6   1   1   2.2e-05   0.00073   14.6   0.6     4    81     1    68     1   174 0.76 -
d1sxja2c.37.1.20     -            253 d1e2ka_c.37.1.1.aln  -            207   0.00013   17.0   0.0   1   1   6.6e-06   0.00022   16.3   0.0     7    29    56    78    53   109 0.81 -
d1g41a_c.37.1.20     -            443 d1e2ka_c.37.1.1.aln  -            207   0.00026   16.0   0.1   1   2   2.4e-05   0.00079   14.5   0.0     2    45    48    91    47   129 0.84 -
d1g41a_c.37.1.20     -            443 d1e2ka_c.37.1.1.aln  -            207   0.00026   16.0   0.1   2   2       2.7        90   -2.1   0.0   141   170   336   365   302   396 0.67 -
d1in4a2c.37.1.20     -            238 d1e2ka_c.37.1.1.aln  -            207    0.0018   13.3   0.0   1   1   9.2e-05     0.003   12.6   0.0     6    31    38    63    37    91 0.86 -
d1um8a_c.37.1.20     -            364 d1e2ka_c.37.1.1.aln  -            207    0.0027   12.7   0.0   1   1   0.00016    0.0052   11.8   0.0     5    31    70    96    68   128 0.88 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels95/d1e2ka_c.37.1.1.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels95/d1e2ka_c.37.1.1.out -E 1 hmmModels95/d1e2ka_c.37.1.1.hmm scop/scopTestSeq.fasta 
# Current dir:     /users/nfs/Etu7/3801677/SBAS/TME8
# Date:            Tue Apr  4 15:53:38 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d2nn6i1b.40.4.5      -            125 d1e3pa2b.40.4.5.aln  -             92   3.2e-21   71.1   0.0   1   1     1e-22   3.8e-21   70.9   0.0     5    91     1    93     1    94 0.98 -
d1d7qa_b.40.4.5      -            143 d1e3pa2b.40.4.5.aln  -             92     5e-19   64.1   0.2   1   2   3.7e-20   1.4e-18   62.7   0.0     1    91    19   115    19   116 0.98 -
d1d7qa_b.40.4.5      -            143 d1e3pa2b.40.4.5.aln  -             92     5e-19   64.1   0.2   2   2         3   1.1e+02   -0.8   0.0    57    74   117   134   115   136 0.78 -
d2vnud3b.40.4.5      -            148 d1e3pa2b.40.4.5.aln  -             92   5.2e-17   57.7   0.0   1   1   1.9e-18     7e-17   57.3   0.0     1    91    26   122    26   123 0.98 -
d2uubl1b.40.4.5      -            118 d1e3pa2b.40.4.5.aln  -             92   3.6e-16   55.0   1.0   1   1   1.2e-17   4.7e-16   54.6   1.0     1    90    17   103    17   105 0.97 -
d2uubq1b.40.4.5      -            100 d1e3pa2b.40.4.5.aln  -             92   5.9e-13   44.7   1.6   1   1   1.9e-14   7.2e-13   44.5   1.6    11    90     1    80     1    82 0.96 -
d1rl2a2b.40.4.5      -             66 d1e3pa2b.40.4.5.aln  -             92     3e-12   42.5   0.4   1   1   8.4e-14   3.2e-12   42.4   0.4    24    89     2    65     1    66 0.97 -
d1wi5a_b.40.4.5      -            119 d1e3pa2b.40.4.5.aln  -             92   7.2e-12   41.3   0.0   1   1   2.2e-13   8.1e-12   41.1   0.0     2    88    12    96    11   100 0.93 -
d3bzka4b.40.4.5      -             94 d1e3pa2b.40.4.5.aln  -             92   4.5e-11   38.7   0.5   1   1   1.4e-12   5.2e-11   38.5   0.5     5    86    12    89     8    93 0.91 -
d2je6i1b.40.4.5      -             87 d1e3pa2b.40.4.5.aln  -             92   3.2e-08   29.7   1.4   1   1   9.1e-10   3.4e-08   29.5   1.4     5    90     1    85     1    87 0.91 -
d1jt8a_b.40.4.5      -            102 d1e3pa2b.40.4.5.aln  -             92   6.6e-08   28.6   0.6   1   1     2e-09   7.3e-08   28.5   0.6     9    85    16    98     8   102 0.93 -
d1go3e1b.40.4.5      -            106 d1e3pa2b.40.4.5.aln  -             92   7.3e-08   28.5   0.7   1   1   2.3e-09   8.7e-08   28.2   0.7     9    89     7    87     2    90 0.92 -
d1kl9a2b.40.4.5      -             86 d1e3pa2b.40.4.5.aln  -             92   1.3e-06   24.5   0.6   1   1   3.9e-08   1.5e-06   24.3   0.6     6    86     8    86     3    86 0.92 -
d2nn6h1b.40.4.5      -             95 d1e3pa2b.40.4.5.aln  -             92   2.9e-06   23.4   0.0   1   1   9.1e-08   3.4e-06   23.2   0.0     6    84     3    87     1    94 0.94 -
d3i4oa_b.40.4.5      -             68 d1e3pa2b.40.4.5.aln  -             92     6e-06   22.4   0.1   1   1     2e-07   7.6e-06   22.0   0.1    15    62     5    52     2    67 0.91 -
d1c9oa_b.40.4.5      -             66 d1e3pa2b.40.4.5.aln  -             92   2.5e-05   20.4   0.0   1   1   7.1e-07   2.7e-05   20.3   0.0    18    86     4    65     1    66 0.84 -
d2ja9a1b.40.4.5      -             90 d1e3pa2b.40.4.5.aln  -             92     4e-05   19.8   0.0   1   1   1.2e-06   4.5e-05   19.6   0.0     6    76     2    68     1    84 0.89 -
d1smxa_b.40.4.5      -             87 d1e3pa2b.40.4.5.aln  -             92   0.00017   17.7   0.1   1   1   6.5e-06   0.00024   17.2   0.1    26    83    19    79     3    85 0.84 -
d2ix0a3b.40.4.5      -             87 d1e3pa2b.40.4.5.aln  -             92   0.00017   17.7   0.2   1   1   5.2e-06    0.0002   17.5   0.2    14    90     6    84     3    86 0.94 -
d1y14b1b.40.4.5      -             91 d1e3pa2b.40.4.5.aln  -             92   0.00088   15.5   0.0   1   1   2.9e-05    0.0011   15.2   0.0     3    90     3    88     1    90 0.88 -
d1luza_b.40.4.5      -             85 d1e3pa2b.40.4.5.aln  -             92    0.0014   14.8   2.0   1   1   5.2e-05    0.0019   14.4   2.0    45    89    39    83     9    85 0.84 -
d1wfqa_b.40.4.5      -             89 d1e3pa2b.40.4.5.aln  -             92    0.0022   14.2   0.1   1   1    0.0001    0.0038   13.4   0.1    55    89    51    85    44    88 0.88 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels95/d1e3pa2b.40.4.5.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels95/d1e3pa2b.40.4.5.out -E 1 hmmModels95/d1e3pa2b.40.4.5.hmm scop/scopTestSeq.fasta 
# Current dir:     /users/nfs/Etu7/3801677/SBAS/TME8
# Date:            Tue Apr  4 15:53:38 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d2fhfa4b.71.1.1      -            118 d1e43a1b.71.1.1.aln  -             89   1.8e-25   84.5   0.1   1   1   5.4e-27   2.1e-25   84.2   0.1     1    89    18   106    18   106 0.98 -
d1bf2a2b.71.1.1      -            113 d1e43a1b.71.1.1.aln  -             89   7.2e-25   82.5   8.4   1   1   2.3e-26   8.9e-25   82.2   8.4     2    89    19   106    18   106 0.98 -
d1m7xa2b.71.1.1      -            106 d1e43a1b.71.1.1.aln  -             89   2.5e-20   68.0   0.0   1   1   7.1e-22   2.8e-20   67.9   0.0     5    88     9    92     5    93 0.94 -
d2guya1b.71.1.1      -             95 d1e43a1b.71.1.1.aln  -             89   5.5e-20   66.9   0.6   1   1   1.5e-21   5.9e-20   66.8   0.6     4    88     3    87     1    88 0.96 -
d3bmva3b.71.1.1      -             89 d1e43a1b.71.1.1.aln  -             89   1.1e-19   65.9   5.5   1   1     3e-21   1.2e-19   65.8   5.5     1    86     1    86     1    89 0.98 -
d1szna1b.71.1.1      -            103 d1e43a1b.71.1.1.aln  -             89   8.7e-19   63.1   0.1   1   1   2.5e-20     1e-18   62.9   0.1     3    89    14   100    12   100 0.98 -
d1e43a1b.71.1.1      -             90 d1e43a1b.71.1.1.aln  -             89   4.8e-14   47.9   2.2   1   1   1.4e-15   5.6e-14   47.7   2.2     3    85     6    88     4    89 0.98 -
d1uasa1b.71.1.1      -             89 d1e43a1b.71.1.1.aln  -             89   1.2e-12   43.4   1.1   1   1   3.3e-14   1.3e-12   43.4   1.1     3    87     3    87     1    89 0.96 -
d1ji1a2b.71.1.1      -             83 d1e43a1b.71.1.1.aln  -             89   1.4e-12   43.3   2.9   1   1   3.7e-14   1.5e-12   43.2   2.9     5    80     4    79     1    82 0.94 -
d1ea9c2b.71.1.1      -             80 d1e43a1b.71.1.1.aln  -             89   3.7e-10   35.5   0.0   1   1   9.9e-12   3.9e-10   35.5   0.0     3    80     2    79     1    80 0.96 -
d1h3ga2b.71.1.1      -             83 d1e43a1b.71.1.1.aln  -             89   8.8e-09   31.1   0.0   1   1   2.4e-10   9.4e-09   31.0   0.0     5    83     2    75     1    81 0.88 -
d1j0ha2b.71.1.1      -             83 d1e43a1b.71.1.1.aln  -             89   3.8e-07   25.9   0.0   1   1   9.9e-09   3.9e-07   25.9   0.0     5    77     5    74     1    83 0.87 -
d1g5aa1b.71.1.1      -             74 d1e43a1b.71.1.1.aln  -             89     5e-07   25.5   0.0   1   1   1.4e-08   5.4e-07   25.4   0.0     9    78     4    73     1    74 0.93 -
d1ua7a1b.71.1.1      -             78 d1e43a1b.71.1.1.aln  -             89   1.6e-06   23.9   0.9   1   1     5e-08     2e-06   23.6   0.9     8    73     9    74     5    77 0.94 -
d1mxga1b.71.1.1      -             74 d1e43a1b.71.1.1.aln  -             89     2e-06   23.6   1.7   1   1   5.7e-08   2.3e-06   23.4   1.7     6    73     5    72     2    74 0.96 -
d1wzaa1b.71.1.1      -             79 d1e43a1b.71.1.1.aln  -             89     5e-06   22.3   0.1   1   1   1.4e-07   5.6e-06   22.2   0.1     5    77     3    75     1    78 0.93 -
d1ht6a1b.71.1.1      -             57 d1e43a1b.71.1.1.aln  -             89    0.0004   16.3   0.0   1   1     1e-05   0.00041   16.2   0.0     4    54     6    56     3    57 0.94 -
d1lwha1b.71.1.1      -             50 d1e43a1b.71.1.1.aln  -             89   0.00052   15.9   0.0   1   1   1.3e-05   0.00052   15.9   0.0     5    49     3    47     1    50 0.91 -
d1gjwa1b.71.1.1      -             64 d1e43a1b.71.1.1.aln  -             89   0.00064   15.6   0.0   1   1   1.6e-05   0.00064   15.6   0.0     4    60     3    59     1    64 0.89 -
d1r7aa1b.71.1.1      -             70 d1e43a1b.71.1.1.aln  -             89    0.0012   14.8   0.1   1   1   3.2e-05    0.0012   14.7   0.1     5    71     3    69     1    70 0.91 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels95/d1e43a1b.71.1.1.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels95/d1e43a1b.71.1.1.out -E 1 hmmModels95/d1e43a1b.71.1.1.hmm scop/scopTestSeq.fasta 
# Current dir:     /users/nfs/Etu7/3801677/SBAS/TME8
# Date:            Tue Apr  4 15:53:38 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d1uoka2c.1.8.1       -            479 d1e43a2c.1.8.1.aln   -            415  9.8e-125  412.4  21.8   1   1  2.8e-126  1.1e-124  412.3  21.8     4   415     1   479     1   479 0.99 -
d3bmva4c.1.8.1       -            406 d1e43a2c.1.8.1.aln   -            415   1.3e-92  306.6  17.5   1   1   3.8e-94   1.5e-92  306.4  17.5     5   415     8   406     4   406 0.94 -
d1wzaa2c.1.8.1       -            409 d1e43a2c.1.8.1.aln   -            415   4.5e-92  304.8  20.2   1   1   1.3e-93   5.1e-92  304.7  20.2     9   413     2   407     1   409 0.97 -
d2guya2c.1.8.1       -            381 d1e43a2c.1.8.1.aln   -            415   6.9e-86  284.5   8.0   1   1   2.1e-87   8.4e-86  284.2   8.0     5   408     2   370     1   375 0.97 -
d1gjwa2c.1.8.1       -            572 d1e43a2c.1.8.1.aln   -            415   1.1e-82  273.9   0.7   1   1   3.6e-84   1.4e-82  273.6   0.7     1   414    29   570    29   571 0.99 -
d1ji1a3c.1.8.1       -            432 d1e43a2c.1.8.1.aln   -            415   5.7e-80  265.0  22.6   1   1   1.6e-81   6.4e-80  264.8  22.6     3   414     2   430     1   431 0.98 -
d1e43a2c.1.8.1       -            393 d1e43a2c.1.8.1.aln   -            415   3.4e-79  262.4  17.7   1   1     1e-80     4e-79  262.2  17.7    11   409     2   393     2   393 0.98 -
d1h3ga3c.1.8.1       -            422 d1e43a2c.1.8.1.aln   -            415   1.2e-74  247.5  11.1   1   1   3.2e-76   1.3e-74  247.4  11.1     8   414     8   420     1   421 0.96 -
d1g5aa2c.1.8.1       -            554 d1e43a2c.1.8.1.aln   -            415   1.8e-72  240.3   6.2   1   1     5e-74     2e-72  240.1   6.2     1   414    22   552    22   553 0.93 -
d1x1na1c.1.8.1       -            523 d1e43a2c.1.8.1.aln   -            415     2e-72  240.1   0.4   1   1   5.6e-74   2.2e-72  240.0   0.4     1   414    28   521    28   522 0.99 -
d1wdpa_c.1.8.1       -            493 d1e43a2c.1.8.1.aln   -            415   1.8e-71  237.0   1.0   1   1     5e-73     2e-71  236.8   1.0     3   412     8   490     6   493 0.98 -
d2fhfa5c.1.8.1       -            563 d1e43a2c.1.8.1.aln   -            415   7.4e-65  215.2   0.5   1   1   2.3e-66   9.1e-65  214.9   0.5     2   414    12   561    11   562 0.99 -
d1bf2a3c.1.8.1       -            475 d1e43a2c.1.8.1.aln   -            415   1.3e-61  204.5  19.6   1   1   1.6e-61   6.2e-60  199.0  19.6     4   414     9   471     6   472 0.92 -
d1ht6a2c.1.8.1       -            347 d1e43a2c.1.8.1.aln   -            415   2.4e-51  170.7   7.3   1   1   7.4e-53   2.9e-51  170.4   7.3    12   410     2   346     1   347 0.88 -
d1ua7a2c.1.8.1       -            344 d1e43a2c.1.8.1.aln   -            415   2.7e-43  144.2  12.3   1   1   5.1e-44     2e-42  141.3  12.3    38   410    16   340     2   343 0.82 -
d2bhua3c.1.8.1       -            420 d1e43a2c.1.8.1.aln   -            415     3e-39  130.8   0.0   1   1   3.2e-39   1.3e-37  125.5   0.0     5   414     8   418     4   419 0.92 -
d1m7xa3c.1.8.1       -            396 d1e43a2c.1.8.1.aln   -            415   3.4e-36  120.8  19.9   1   1   9.6e-38   3.8e-36  120.6  19.9    28   414    13   391     1   392 0.92 -
d1vema2c.1.8.1       -            417 d1e43a2c.1.8.1.aln   -            415     3e-30  101.2   9.2   1   1   9.3e-32   3.7e-30  100.9   9.2     4   395     7   406     4   417 0.95 -
d1r7aa2c.1.8.1       -            434 d1e43a2c.1.8.1.aln   -            415   2.7e-27   91.5   0.3   1   1   7.6e-29     3e-27   91.3   0.3    10   414     2   430     1   431 0.97 -
d1kwga2c.1.8.1       -            393 d1e43a2c.1.8.1.aln   -            415   1.1e-22   76.3   0.1   1   1   3.2e-24   1.2e-22   76.1   0.1     1   413     3   390     3   392 0.95 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels95/d1e43a2c.1.8.1.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels95/d1e43a2c.1.8.1.out -E 1 hmmModels95/d1e43a2c.1.8.1.hmm scop/scopTestSeq.fasta 
# Current dir:     /users/nfs/Etu7/3801677/SBAS/TME8
# Date:            Tue Apr  4 15:53:38 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d1p1ja1c.2.1.3       -            411 d1e5qa1c.2.1.3.aln   -            192     3e-90  296.7   0.0   1   1   1.1e-91   3.8e-90  296.4   0.0     1   192    56   329    56   329 1.00 -
d3cina1c.2.1.3       -            276 d1e5qa1c.2.1.3.aln   -            192   1.7e-37  124.6   1.6   1   2       1.2        42   -0.6   0.0     3    23     2    22     1    33 0.85 -
d3cina1c.2.1.3       -            276 d1e5qa1c.2.1.3.aln   -            192   1.7e-37  124.6   1.6   2   2     8e-39   2.7e-37  123.9   0.4     2   192    48   266    47   266 0.99 -
d2g82a1c.2.1.3       -            169 d1e5qa1c.2.1.3.aln   -            192   1.3e-33  111.9   0.4   1   1   4.3e-35   1.5e-33  111.7   0.4     5   181     2   164     1   168 0.98 -
d1h6da1c.2.1.3       -            222 d1e5qa1c.2.1.3.aln   -            192   7.9e-32  106.1   0.1   1   1   2.6e-33   8.9e-32  105.9   0.1     1   188    32   219    32   222 0.98 -
d2nvwa1c.2.1.3       -            238 d1e5qa1c.2.1.3.aln   -            192   8.1e-30   99.5   0.0   1   1   2.7e-31   9.3e-30   99.3   0.0     1   191    15   215    15   216 0.99 -
d1gr0a1c.2.1.3       -            244 d1e5qa1c.2.1.3.aln   -            192   5.1e-26   87.2   2.1   1   2       8.4   2.9e+02   -3.4   0.1     6    22     5    21     3    24 0.84 -
d1gr0a1c.2.1.3       -            244 d1e5qa1c.2.1.3.aln   -            192   5.1e-26   87.2   2.1   2   2   1.5e-27   5.1e-26   87.2   2.1     2   190    50   239    49   241 0.98 -
d1qkia1c.2.1.3       -            204 d1e5qa1c.2.1.3.aln   -            192   4.9e-17   57.8   0.0   1   1   1.6e-18   5.4e-17   57.7   0.0     4   186    22   202    19   204 0.97 -
d1cf2o1c.2.1.3       -            172 d1e5qa1c.2.1.3.aln   -            192     2e-15   52.6   1.6   1   1   6.6e-17   2.3e-15   52.4   1.6     3   181     1   171     1   172 0.97 -
d1h9aa1c.2.1.3       -            196 d1e5qa1c.2.1.3.aln   -            192   2.4e-12   42.5   0.1   1   1   8.3e-14   2.9e-12   42.3   0.1     2   180     5   184     4   192 0.97 -
d1ydwa1c.2.1.3       -            185 d1e5qa1c.2.1.3.aln   -            192     5e-12   41.5   0.1   1   1   1.6e-13   5.6e-12   41.3   0.1     3   155     2   152     1   179 0.90 -
d1zh8a1c.2.1.3       -            182 d1e5qa1c.2.1.3.aln   -            192     2e-10   36.3   0.0   1   1   6.5e-12   2.2e-10   36.1   0.0     1   152     2   149     2   174 0.93 -
d1vkna1c.2.1.3       -            177 d1e5qa1c.2.1.3.aln   -            192     2e-10   36.3   0.0   1   1   6.5e-12   2.2e-10   36.1   0.0     2   187     1   170     1   175 0.94 -
d1tlta1c.2.1.3       -            165 d1e5qa1c.2.1.3.aln   -            192     3e-10   35.7   0.0   1   1   9.5e-12   3.3e-10   35.6   0.0     2   183     1   163     1   165 0.94 -
d1q0qa2c.2.1.3       -            152 d1e5qa1c.2.1.3.aln   -            192   1.3e-09   33.6   0.0   1   1   4.5e-11   1.5e-09   33.4   0.0     4   128     3   119     1   137 0.93 -
d1t4ba1c.2.1.3       -            147 d1e5qa1c.2.1.3.aln   -            192     2e-07   26.5   0.0   1   1   9.3e-09   3.2e-07   25.8   0.0     4   101     3    87     1   142 0.82 -
d1xeaa1c.2.1.3       -            168 d1e5qa1c.2.1.3.aln   -            192   4.2e-07   25.4   0.0   1   1   1.5e-08   5.1e-07   25.2   0.0     3   138     2   131     1   139 0.95 -
d1ebfa1c.2.1.3       -            169 d1e5qa1c.2.1.3.aln   -            192   1.8e-06   23.3   0.1   1   1     6e-08   2.1e-06   23.2   0.1     2   179     3   166     2   169 0.96 -
d1drua1c.2.1.3       -            161 d1e5qa1c.2.1.3.aln   -            192   5.7e-06   21.7   0.1   1   1   2.4e-07   8.2e-06   21.2   0.1     3   131     3   119     1   140 0.85 -
d1nvmb1c.2.1.3       -            158 d1e5qa1c.2.1.3.aln   -            192   2.3e-05   19.8   0.1   1   1   7.3e-07   2.5e-05   19.7   0.1     4   103     5    97     2   128 0.87 -
d1f06a1c.2.1.3       -            171 d1e5qa1c.2.1.3.aln   -            192   8.8e-05   17.9   0.1   1   1   6.2e-06   0.00021   16.6   0.1     5    71     5    69     2   170 0.74 -
d1vm6a3c.2.1.3       -            129 d1e5qa1c.2.1.3.aln   -            192   0.00023   16.5   0.2   1   2      0.11       3.7    2.8   0.1     3    34     1    32     1    35 0.79 -
d1vm6a3c.2.1.3       -            129 d1e5qa1c.2.1.3.aln   -            192   0.00023   16.5   0.2   2   2   3.6e-05    0.0012   14.1   0.0    55   131    23    91    14   123 0.89 -
d1lc0a1c.2.1.3       -            173 d1e5qa1c.2.1.3.aln   -            192    0.0005   15.4   0.0   1   1     2e-05   0.00068   15.0   0.0    30   178    21   165     5   171 0.76 -
d1yl7a1c.2.1.3       -            136 d1e5qa1c.2.1.3.aln   -            192   0.00052   15.4   0.2   1   1   1.7e-05   0.00059   15.2   0.2     4    53     1    48     1   133 0.78 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels95/d1e5qa1c.2.1.3.hmm
# Target file:     scop/scopTestSeq.fasta
