#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d2hr3a1a.4.5.28      -            145 d1hsja1a.4.5.28.aln  -            141   1.4e-33  111.1   0.2   1   1   3.9e-35   1.5e-33  111.0   0.2     1   141     1   142     1   142 0.98 -
d1p4xa1a.4.5.28      -            125 d1hsja1a.4.5.28.aln  -            141   4.3e-30   99.8   1.1   1   1   1.2e-31   4.7e-30   99.7   1.1     2   122     4   124     3   125 0.97 -
d1p4xa2a.4.5.28      -            125 d1hsja1a.4.5.28.aln  -            141   5.3e-29   96.3   3.0   1   1   1.4e-30   5.6e-29   96.2   3.0     2   122     3   123     2   125 0.96 -
d3bjaa_a.4.5.0       -            139 d1hsja1a.4.5.28.aln  -            141   1.9e-22   75.1   0.1   1   1     5e-24     2e-22   75.0   0.1    12   138    11   137     2   139 0.94 -
d3jw4a_a.4.5.0       -            137 d1hsja1a.4.5.28.aln  -            141   2.2e-21   71.6   0.1   1   1   5.8e-23   2.3e-21   71.5   0.1    11   133     7   131     1   137 0.92 -
d1ub9a_a.4.5.28      -            100 d1hsja1a.4.5.28.aln  -            141   1.1e-19   66.1   0.0   1   1     3e-21   1.2e-19   66.0   0.0    20   115     4    97     1   100 0.95 -
d1hsja1a.4.5.28      -            115 d1hsja1a.4.5.28.aln  -            141   8.4e-15   50.3   2.1   1   1   2.4e-16   9.4e-15   50.1   2.1    16   113    14   113     5   115 0.94 -
d3ctaa1a.4.5.28      -             85 d1hsja1a.4.5.28.aln  -            141   1.1e-14   49.9   0.2   1   1     3e-16   1.2e-14   49.8   0.2    49   113    22    83     3    85 0.90 -
d3df8a_a.4.5.0       -            109 d1hsja1a.4.5.28.aln  -            141    0.0045   12.3   0.0   1   1   0.00015    0.0059   11.9   0.0    53   108    47    99    19   104 0.80 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels30/d1hsja1a.4.5.28.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels30/d1hsja1a.4.5.28.out -E 1 hmmModels30/d1hsja1a.4.5.28.hmm scop/scopTestSeq.fasta 
# Current dir:     /home/anastasia/SBAS/TME8
# Date:            Sat Apr  8 15:33:45 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d1bf2a2b.71.1.1      -            113 d1ht6a1b.71.1.1.aln  -             88   9.6e-29   95.1   3.7   1   1   3.5e-30   1.3e-28   94.7   3.7     1    87    19   109    19   110 0.98 -
d2fhfa4b.71.1.1      -            118 d1ht6a1b.71.1.1.aln  -             88   1.3e-28   94.6   0.2   1   1   4.4e-30   1.6e-28   94.4   0.2     2    88    21   111    20   111 0.98 -
d1m7xa2b.71.1.1      -            106 d1ht6a1b.71.1.1.aln  -             88   4.4e-26   86.5   0.0   1   1   1.4e-27     5e-26   86.4   0.0     1    88     5    96     5    96 0.98 -
d1szna1b.71.1.1      -            103 d1ht6a1b.71.1.1.aln  -             88   4.4e-25   83.3   0.2   1   1   1.4e-26   5.1e-25   83.1   0.2     1    88    14    99    14    99 0.98 -
d1uasa1b.71.1.1      -             89 d1ht6a1b.71.1.1.aln  -             88     2e-20   68.4   1.1   1   1   6.3e-22   2.3e-20   68.3   1.1     3    88     5    89     4    89 0.97 -
d2guya1b.71.1.1      -             95 d1ht6a1b.71.1.1.aln  -             88   6.8e-20   66.7   0.4   1   1   2.1e-21   7.6e-20   66.6   0.4     2    88     1    87     1    87 0.98 -
d1ji1a2b.71.1.1      -             83 d1ht6a1b.71.1.1.aln  -             88   2.8e-18   61.6   2.9   1   1   8.2e-20     3e-18   61.5   2.9     3    84     2    82     1    83 0.97 -
d1h3ga2b.71.1.1      -             83 d1ht6a1b.71.1.1.aln  -             88   2.8e-17   58.4   0.0   1   1   8.2e-19   2.9e-17   58.3   0.0     5    84     2    82     1    83 0.97 -
d1j0ha2b.71.1.1      -             83 d1ht6a1b.71.1.1.aln  -             88   5.1e-17   57.5   0.0   1   1   1.7e-18   6.1e-17   57.3   0.0     4    81     4    83     2    83 0.97 -
d1ea9c2b.71.1.1      -             80 d1ht6a1b.71.1.1.aln  -             88   6.1e-17   57.3   0.0   1   1   1.8e-18   6.5e-17   57.2   0.0     3    80     2    79     1    80 0.94 -
d1e43a1b.71.1.1      -             90 d1ht6a1b.71.1.1.aln  -             88   2.5e-16   55.3   1.2   1   1   7.4e-18   2.7e-16   55.2   1.2     2    87     3    89     2    90 0.98 -
d1ua7a1b.71.1.1      -             78 d1ht6a1b.71.1.1.aln  -             88   1.7e-13   46.2   0.2   1   1     5e-15   1.8e-13   46.1   0.2     7    81     5    78     1    78 0.95 -
d3bmva3b.71.1.1      -             89 d1ht6a1b.71.1.1.aln  -             88   2.4e-13   45.7   2.7   1   1   7.4e-15   2.6e-13   45.6   2.7     4    88     2    86     1    86 0.97 -
d1wzaa1b.71.1.1      -             79 d1ht6a1b.71.1.1.aln  -             88   3.3e-12   42.1   0.0   1   1   9.9e-14   3.6e-12   42.0   0.0     3    80     1    78     1    79 0.97 -
d1r7aa1b.71.1.1      -             70 d1ht6a1b.71.1.1.aln  -             88   7.1e-12   41.0   0.1   1   1   2.1e-13   7.5e-12   41.0   0.1    12    77     3    69     1    70 0.96 -
d1g5aa1b.71.1.1      -             74 d1ht6a1b.71.1.1.aln  -             88   8.2e-12   40.8   0.0   1   1   2.4e-13   8.7e-12   40.7   0.0     8    81     3    74     1    74 0.96 -
d1mxga1b.71.1.1      -             74 d1ht6a1b.71.1.1.aln  -             88   3.3e-10   35.7   1.0   1   1   9.6e-12   3.4e-10   35.6   1.0    10    81     4    73     1    74 0.95 -
d2bhua2b.71.1.1      -             72 d1ht6a1b.71.1.1.aln  -             88     1e-08   30.9   0.0   1   1   3.2e-10   1.1e-08   30.7   0.0     2    78     2    70     1    72 0.93 -
d1gjwa1b.71.1.1      -             64 d1ht6a1b.71.1.1.aln  -             88   7.1e-08   28.2   0.0   1   1   2.4e-09   8.7e-08   27.9   0.0     3    77     1    63     1    64 0.85 -
d1lwha1b.71.1.1      -             50 d1ht6a1b.71.1.1.aln  -             88   7.5e-08   28.1   0.0   1   1   2.1e-09   7.5e-08   28.1   0.0     4    50     2    48     1    50 0.92 -
d1gcya1b.71.1.1      -             61 d1ht6a1b.71.1.1.aln  -             88   1.4e-07   27.2   0.3   1   1   4.1e-09   1.5e-07   27.2   0.3     4    60     4    60     1    61 0.95 -
d1kwga1b.71.1.1      -             54 d1ht6a1b.71.1.1.aln  -             88    0.0013   14.6   0.0   1   1   3.6e-05    0.0013   14.6   0.0    13    60     6    53     1    54 0.93 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels30/d1ht6a1b.71.1.1.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels30/d1ht6a1b.71.1.1.out -E 1 hmmModels30/d1ht6a1b.71.1.1.hmm scop/scopTestSeq.fasta 
# Current dir:     /home/anastasia/SBAS/TME8
# Date:            Sat Apr  8 15:33:45 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d1uoka2c.1.8.1       -            479 d1ht6a2c.1.8.1.aln   -            450  1.3e-156  517.5  19.8   1   1  3.6e-158  1.4e-156  517.3  19.8     7   449     1   479     1   479 0.99 -
d1g5aa2c.1.8.1       -            554 d1ht6a2c.1.8.1.aln   -            450  2.1e-147  487.1   3.0   1   1  6.1e-149  2.4e-147  486.9   3.0     2   449    42   553    41   554 0.99 -
d1gjwa2c.1.8.1       -            572 d1ht6a2c.1.8.1.aln   -            450  2.3e-126  417.8   0.0   1   1  5.8e-127  2.3e-125  414.5   0.0     1   449    41   571    41   572 0.99 -
d1wzaa2c.1.8.1       -            409 d1ht6a2c.1.8.1.aln   -            450  1.1e-115  382.6  14.4   1   1    3e-117  1.2e-115  382.4  14.4    12   448     2   408     1   409 0.98 -
d1bf2a3c.1.8.1       -            475 d1ht6a2c.1.8.1.aln   -            450  1.4e-106  352.6  15.8   1   1  3.9e-108  1.5e-106  352.4  15.8     2   448     4   471     3   473 0.99 -
d2fhfa5c.1.8.1       -            563 d1ht6a2c.1.8.1.aln   -            450  8.1e-106  350.0   2.3   1   1  2.6e-107    1e-105  349.7   2.3     1   449     8   562     8   563 0.99 -
d1wdpa_c.1.8.1       -            493 d1ht6a2c.1.8.1.aln   -            450  2.2e-103  342.0   0.1   1   1  6.1e-105  2.4e-103  341.9   0.1     7   449     2   481     1   482 0.98 -
d1ji1a3c.1.8.1       -            432 d1ht6a2c.1.8.1.aln   -            450  1.5e-102  339.2  23.5   1   1  4.4e-104  1.7e-102  339.1  23.5     5   449     1   431     1   432 0.98 -
d1h3ga3c.1.8.1       -            422 d1ht6a2c.1.8.1.aln   -            450    3e-101  335.0   9.4   1   1  8.6e-103  3.4e-101  334.8   9.4     6   450     3   422     1   422 0.96 -
d2bhua3c.1.8.1       -            420 d1ht6a2c.1.8.1.aln   -            450   9.4e-93  307.0   2.8   1   1   1.1e-93   4.3e-92  304.8   2.8     2   449     4   419     3   420 0.99 -
d3bmva4c.1.8.1       -            406 d1ht6a2c.1.8.1.aln   -            450   9.6e-93  306.9  15.2   1   1   2.8e-94   1.1e-92  306.7  15.2     4   449     4   406     1   406 0.98 -
d1x1na1c.1.8.1       -            523 d1ht6a2c.1.8.1.aln   -            450   3.3e-91  301.9   0.0   1   1   9.2e-93   3.6e-91  301.7   0.0     3   448     3   521     1   523 0.99 -
d2guya2c.1.8.1       -            381 d1ht6a2c.1.8.1.aln   -            450   4.2e-87  288.4   9.8   1   1   1.2e-88   4.7e-87  288.2   9.8     8   430     2   379     1   381 0.95 -
d1m7xa3c.1.8.1       -            396 d1ht6a2c.1.8.1.aln   -            450   1.7e-77  256.7  15.8   1   1   4.9e-79   1.9e-77  256.5  15.8     3   449     5   392     3   393 0.98 -
d1e43a2c.1.8.1       -            393 d1ht6a2c.1.8.1.aln   -            450   3.8e-72  239.1  16.3   1   1   1.2e-73   4.5e-72  238.8  16.3    14   446     2   386     1   389 0.99 -
d1vema2c.1.8.1       -            417 d1ht6a2c.1.8.1.aln   -            450   3.6e-71  235.8   7.2   1   1     1e-72     4e-71  235.7   7.2     6   448     2   416     1   417 0.98 -
d1r7aa2c.1.8.1       -            434 d1ht6a2c.1.8.1.aln   -            450   1.9e-69  230.2   0.2   1   1   5.2e-71   2.1e-69  230.0   0.2     2   447     7   433     6   434 0.99 -
d1ua7a2c.1.8.1       -            344 d1ht6a2c.1.8.1.aln   -            450   1.2e-64  214.3  11.9   1   1   7.9e-66   3.1e-64  213.0  11.9    12   448     3   343     1   344 0.98 -
d1kwga2c.1.8.1       -            393 d1ht6a2c.1.8.1.aln   -            450   9.7e-57  188.3   0.0   1   1   2.9e-58   1.2e-56  188.0   0.0     2   449     1   392     1   393 0.97 -
d1ht6a2c.1.8.1       -            347 d1ht6a2c.1.8.1.aln   -            450   1.5e-19   65.7   4.2   1   1   1.2e-19   4.9e-18   60.7   4.1    48   375    26   325    24   326 0.81 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels30/d1ht6a2c.1.8.1.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels30/d1ht6a2c.1.8.1.out -E 1 hmmModels30/d1ht6a2c.1.8.1.hmm scop/scopTestSeq.fasta 
# Current dir:     /home/anastasia/SBAS/TME8
# Date:            Sat Apr  8 15:33:45 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d1p0ha_d.108.1.1     -            308 d1i12a_d.108.1.1.aln -            257  4.7e-108  356.2   0.0   1   2  9.9e-109  1.9e-107  354.2   0.0    41   257     1   227     1   227 1.00 -
d1p0ha_d.108.1.1     -            308 d1i12a_d.108.1.1.aln -            257  4.7e-108  356.2   0.0   2   2       1.8        34   -0.5   0.0   139   152   238   251   229   305 0.56 -
d2p0wa_d.108.1.1     -            319 d1i12a_d.108.1.1.aln -            257   3.9e-95  313.8   0.0   1   1   2.6e-96   4.9e-95  313.5   0.0     1   230    83   319    83   319 1.00 -
d1boba_d.108.1.1     -            315 d1i12a_d.108.1.1.aln -            257   3.3e-85  281.3   0.4   1   1   2.1e-86     4e-85  281.1   0.4     1   230    75   315    75   315 1.00 -
d2pq8a_d.108.1.1     -            271 d1i12a_d.108.1.1.aln -            257   1.1e-80  266.5   0.0   1   1   6.6e-82   1.2e-80  266.3   0.0     1   257     1   271     1   271 1.00 -
d1yk3a1d.108.1.1     -            198 d1i12a_d.108.1.1.aln -            257   5.6e-22   74.1   0.0   1   1   3.2e-23   6.1e-22   74.0   0.0    20   216     2   194     1   198 0.97 -
d1u6ma_d.108.1.1     -            189 d1i12a_d.108.1.1.aln -            257   4.2e-20   68.0   0.0   1   1   2.4e-21   4.5e-20   67.9   0.0    24   217     4   187     1   189 0.96 -
d1tiqa_d.108.1.1     -            173 d1i12a_d.108.1.1.aln -            257   1.5e-18   62.9   0.2   1   1   8.3e-20   1.6e-18   62.8   0.2    44   223     2   171     1   173 0.95 -
d1z4ea1d.108.1.1     -            150 d1i12a_d.108.1.1.aln -            257   4.2e-18   61.4   0.1   1   1   2.5e-19   4.8e-18   61.2   0.1    49   204     4   145     1   148 0.91 -
d1mk4a_d.108.1.1     -            157 d1i12a_d.108.1.1.aln -            257   7.7e-15   50.7   0.0   1   1   4.1e-16   7.7e-15   50.7   0.0    61   210     8   137     1   157 0.81 -
d1ufha_d.108.1.1     -            155 d1i12a_d.108.1.1.aln -            257   2.4e-14   49.1   0.4   1   1   1.3e-15   2.5e-14   49.0   0.4    47   203     3   149     1   155 0.94 -
d1ghea_d.108.1.1     -            170 d1i12a_d.108.1.1.aln -            257     3e-14   48.8   0.0   1   1   1.9e-15   3.5e-14   48.6   0.0    52   189     8   142     2   156 0.93 -
d1m4ia_d.108.1.1     -            181 d1i12a_d.108.1.1.aln -            257     5e-14   48.1   0.0   1   1   2.9e-15   5.4e-14   47.9   0.0    54   231     2   180     1   181 0.94 -
d2fl4a1d.108.1.1     -            146 d1i12a_d.108.1.1.aln -            257   9.5e-14   47.1   0.2   1   1   5.2e-15   9.8e-14   47.1   0.2    57   207     5   136     1   146 0.82 -
d2euia1d.108.1.1     -            153 d1i12a_d.108.1.1.aln -            257   1.2e-13   46.8   0.1   1   1   7.1e-15   1.3e-13   46.7   0.1    56   206     5   143     1   150 0.88 -
d1vkca_d.108.1.1     -            149 d1i12a_d.108.1.1.aln -            257   2.7e-12   42.4   0.2   1   1   1.6e-13     3e-12   42.2   0.2    51   201     6   141     1   147 0.78 -
d2ae6a1d.108.1.1     -            161 d1i12a_d.108.1.1.aln -            257   3.6e-12   42.0   0.0   1   1     2e-13   3.7e-12   41.9   0.0    90   220    45   157     1   160 0.81 -
d2cy2a1d.108.1.1     -            174 d1i12a_d.108.1.1.aln -            257   7.1e-12   41.0   0.0   1   1   4.3e-13   8.2e-12   40.8   0.0    48   218     5   165     1   170 0.91 -
d2b5ga_d.108.1.1     -            168 d1i12a_d.108.1.1.aln -            257   8.4e-12   40.8   0.0   1   1   5.6e-13     1e-11   40.5   0.0    72   215    28   161    17   166 0.84 -
d1wwza1d.108.1.1     -            157 d1i12a_d.108.1.1.aln -            257   2.5e-11   39.2   0.0   1   1   1.5e-12   2.9e-11   39.0   0.0    49   204     4   147     1   155 0.92 -
d1cjwa_d.108.1.1     -            166 d1i12a_d.108.1.1.aln -            257     3e-11   39.0   0.0   1   1   1.8e-12   3.4e-11   38.8   0.0    63   208    21   154     3   165 0.88 -
d1y9wa1d.108.1.1     -            140 d1i12a_d.108.1.1.aln -            257   5.7e-11   38.0   0.0   1   1   3.3e-12   6.2e-11   37.9   0.0   130   219    62   139    30   140 0.92 -
d1bo4a_d.108.1.1     -            137 d1i12a_d.108.1.1.aln -            257   5.9e-11   38.0   0.0   1   1   3.6e-12   6.7e-11   37.8   0.0    53   189     7   137     2   137 0.94 -
d2atra1d.108.1.1     -            137 d1i12a_d.108.1.1.aln -            257   6.6e-11   37.8   0.0   1   1   3.7e-12   6.9e-11   37.8   0.0   110   213    45   135     9   137 0.84 -
d1y9ka1d.108.1.1     -            152 d1i12a_d.108.1.1.aln -            257   8.4e-11   37.5   0.0   1   1   5.3e-12     1e-10   37.2   0.0   113   202    42   123    14   148 0.81 -
d2fcka1d.108.1.1     -            178 d1i12a_d.108.1.1.aln -            257   9.1e-11   37.4   0.1   1   1   5.4e-12     1e-10   37.2   0.1    44   200     7   162     1   172 0.88 -
d1qsma_d.108.1.1     -            150 d1i12a_d.108.1.1.aln -            257   2.1e-10   36.2   0.0   1   1   1.2e-11   2.2e-10   36.1   0.0    67   204    17   144     1   150 0.85 -
d1yx0a1d.108.1.1     -            151 d1i12a_d.108.1.1.aln -            257   2.5e-10   36.0   0.0   1   1   1.4e-11   2.6e-10   35.9   0.0    66   198    14   135     1   149 0.75 -
d2g3aa1d.108.1.1     -            137 d1i12a_d.108.1.1.aln -            257   5.1e-10   34.9   0.0   1   1     3e-11   5.6e-10   34.8   0.0   133   219    62   136    16   137 0.92 -
d1i12a_d.108.1.1     -            157 d1i12a_d.108.1.1.aln -            257   5.5e-10   34.8   0.0   1   1   3.3e-11   6.2e-10   34.6   0.0   132   204    93   152    41   157 0.92 -
d1q2ya_d.108.1.1     -            140 d1i12a_d.108.1.1.aln -            257   7.9e-10   34.3   0.0   1   1   5.5e-11     1e-09   33.9   0.0    61   200     8   124     2   133 0.92 -
d2jdca1d.108.1.1     -            145 d1i12a_d.108.1.1.aln -            257     3e-09   32.4   0.0   1   1   1.6e-10   3.1e-09   32.4   0.0   116   204    53   128     3   143 0.85 -
d1n71a_d.108.1.1     -            180 d1i12a_d.108.1.1.aln -            257     2e-08   29.7   0.0   1   1   1.3e-09   2.4e-08   29.4   0.0    57   212    14   166     2   175 0.91 -
d1xeba_d.108.1.1     -            149 d1i12a_d.108.1.1.aln -            257   3.6e-08   28.9   0.1   1   1   2.4e-09   4.5e-08   28.5   0.1    50   205     2   136     1   146 0.89 -
d1nsla_d.108.1.1     -            180 d1i12a_d.108.1.1.aln -            257   3.8e-08   28.8   0.0   1   1   2.2e-09   4.2e-08   28.6   0.0    42   203     4   156     1   175 0.88 -
d2fiaa1d.108.1.1     -            157 d1i12a_d.108.1.1.aln -            257   5.9e-08   28.2   0.0   1   1   3.4e-09   6.3e-08   28.1   0.0   118   206    62   140    19   154 0.86 -
d1y7ra1d.108.1.1     -            133 d1i12a_d.108.1.1.aln -            257   1.2e-07   27.1   0.0   1   1   8.2e-09   1.5e-07   26.8   0.0   127   198    59   119    44   132 0.90 -
d1r57a_d.108.1.1     -            102 d1i12a_d.108.1.1.aln -            257   1.4e-07   26.9   0.0   1   1   7.4e-09   1.4e-07   26.9   0.0   123   189    27    94     7   102 0.86 -
d2fiwa1d.108.1.1     -            156 d1i12a_d.108.1.1.aln -            257   3.8e-07   25.5   0.0   1   1   2.2e-08   4.1e-07   25.4   0.0    84   203    36   137     8   154 0.73 -
d1z4ra1d.108.1.1     -            162 d1i12a_d.108.1.1.aln -            257   7.1e-07   24.6   0.0   1   1     4e-08   7.5e-07   24.5   0.0   110   218    56   151    13   161 0.81 -
d2aj6a1d.108.1.1     -            118 d1i12a_d.108.1.1.aln -            257   1.3e-06   23.8   0.0   1   1   8.1e-08   1.5e-06   23.5   0.0    55   167     8   114     2   117 0.86 -
d2gana1d.108.1.1     -            182 d1i12a_d.108.1.1.aln -            257   1.8e-06   23.3   0.0   1   1   7.5e-07   1.4e-05   20.4   0.0   133   202   108   166     2   181 0.84 -
d1xmta_d.108.1.1     -             95 d1i12a_d.108.1.1.aln -            257   8.3e-05   17.8   0.0   1   1   4.7e-06   8.9e-05   17.7   0.0   111   175    12    76     3    89 0.86 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels30/d1i12a_d.108.1.1.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels30/d1i12a_d.108.1.1.out -E 1 hmmModels30/d1i12a_d.108.1.1.hmm scop/scopTestSeq.fasta 
# Current dir:     /home/anastasia/SBAS/TME8
# Date:            Sat Apr  8 15:33:45 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d1ur4a_c.1.8.3       -            387 d1i1wa_c.1.8.3.aln   -            352  5.8e-110  363.1  12.5   1   1  1.8e-111  6.5e-110  363.0  12.5     1   351     7   384     7   385 0.99 -
d3n9ka_c.1.8.3       -            394 d1i1wa_c.1.8.3.aln   -            352  1.7e-106  351.7  22.9   1   1  5.5e-108    2e-106  351.5  22.9     2   351    35   394    34   394 0.99 -
d1uuqa_c.1.8.3       -            410 d1i1wa_c.1.8.3.aln   -            352   1.7e-93  309.0  18.1   1   1   5.3e-95   1.9e-93  308.8  18.1     2   351    21   407    20   408 1.00 -
d1edga_c.1.8.3       -            380 d1i1wa_c.1.8.3.aln   -            352   7.4e-92  303.6  17.0   1   1   2.3e-93   8.3e-92  303.4  17.0     1   351    26   379    26   380 0.99 -
d1rh9a1c.1.8.3       -            370 d1i1wa_c.1.8.3.aln   -            352   2.7e-77  255.7   9.2   1   1   8.3e-79     3e-77  255.5   9.2     1   350     4   366     4   368 0.99 -
d1ecea_c.1.8.3       -            358 d1i1wa_c.1.8.3.aln   -            352   7.6e-77  254.2  15.7   1   1   2.4e-78   8.5e-77  254.1  15.7     4   350    12   357     9   358 0.99 -
d1hjua_c.1.8.3       -            332 d1i1wa_c.1.8.3.aln   -            352   3.3e-71  235.7  16.0   1   1     1e-72   3.6e-71  235.5  16.0     9   347     4   331     1   332 0.99 -
d1qw9a2c.1.8.3       -            367 d1i1wa_c.1.8.3.aln   -            352   4.2e-71  235.3   1.7   1   1   1.3e-72   4.7e-71  235.2   1.7     2   351     4   366     3   367 0.99 -
d1ceoa_c.1.8.3       -            340 d1i1wa_c.1.8.3.aln   -            352   1.3e-69  230.5   1.8   1   1   3.9e-71   1.4e-69  230.3   1.8     6   351     2   337     1   338 0.99 -
d1odza_c.1.8.3       -            381 d1i1wa_c.1.8.3.aln   -            352   3.6e-69  229.0  11.6   1   1   1.1e-70     4e-69  228.8  11.6     2   351    15   378    14   379 0.99 -
d1qnra_c.1.8.3       -            344 d1i1wa_c.1.8.3.aln   -            352   2.9e-67  222.7  23.1   1   1     9e-69   3.2e-67  222.5  23.1     4   352     4   344     1   344 0.98 -
d1vjza_c.1.8.3       -            325 d1i1wa_c.1.8.3.aln   -            352   5.7e-67  221.7   0.4   1   1   1.7e-68   6.2e-67  221.6   0.4    14   345     3   320     1   325 0.98 -
d2je8a5c.1.8.3       -            348 d1i1wa_c.1.8.3.aln   -            352   5.4e-66  218.5   7.2   1   1   1.7e-67     6e-66  218.4   7.2     7   351     4   343     1   344 0.99 -
d1w91a2c.1.8.3       -            347 d1i1wa_c.1.8.3.aln   -            352   2.3e-63  209.9   0.1   1   1     7e-65   2.5e-63  209.7   0.1     8   350     1   344     1   346 0.99 -
d2nt0a2c.1.8.3       -            354 d1i1wa_c.1.8.3.aln   -            352   3.6e-58  192.8   0.0   1   1   1.1e-59     4e-58  192.6   0.0     1   351     1   352     1   353 0.98 -
d1h1na_c.1.8.3       -            305 d1i1wa_c.1.8.3.aln   -            352   6.8e-58  191.9  13.1   1   1   2.1e-59   7.5e-58  191.7  13.1     4   345     3   303     1   305 0.98 -
d2vzsa5c.1.8.3       -            339 d1i1wa_c.1.8.3.aln   -            352   1.3e-57  190.9   1.6   1   1   4.1e-59   1.5e-57  190.8   1.6     4   349     7   338     4   339 0.98 -
d1bqca_c.1.8.3       -            302 d1i1wa_c.1.8.3.aln   -            352   5.7e-45  149.4   8.0   1   1   1.8e-46   6.3e-45  149.2   8.0     4   350     2   301     1   302 0.98 -
d1jz8a5c.1.8.3       -            292 d1i1wa_c.1.8.3.aln   -            352   1.6e-43  144.6   0.8   1   1   8.2e-45   2.9e-43  143.7   0.8    14   349     2   291     1   292 0.99 -
d7a3ha_c.1.8.3       -            300 d1i1wa_c.1.8.3.aln   -            352   3.8e-42  140.1  11.3   1   1   1.2e-43   4.3e-42  139.9  11.3     4   341     3   298     1   300 0.97 -
d1nofa2c.1.8.3       -            277 d1i1wa_c.1.8.3.aln   -            352   4.1e-30  100.5   4.5   1   1   1.3e-31   4.5e-30  100.4   4.5     9   343     1   275     1   277 0.97 -
d2v3ga_c.1.8.3       -            273 d1i1wa_c.1.8.3.aln   -            352     2e-28   95.0  23.1   1   1   1.1e-29     4e-28   94.0  23.1    11   344     1   271     1   273 0.96 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels30/d1i1wa_c.1.8.3.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels30/d1i1wa_c.1.8.3.out -E 1 hmmModels30/d1i1wa_c.1.8.3.hmm scop/scopTestSeq.fasta 
# Current dir:     /home/anastasia/SBAS/TME8
# Date:            Sat Apr  8 15:33:45 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d1lj8a4c.2.1.6       -            286 d1i36a2c.2.1.6.aln   -            189  5.2e-101  331.6   0.0   1   1  1.3e-102  6.2e-101  331.4   0.0     1   189    56   260    56   260 1.00 -
d1mv8a2c.2.1.6       -            202 d1i36a2c.2.1.6.aln   -            189   1.1e-47  157.7   0.0   1   1   2.7e-49   1.3e-47  157.5   0.0     1   189     1   197     1   197 0.99 -
d1jaya_c.2.1.6       -            212 d1i36a2c.2.1.6.aln   -            189   1.9e-44  147.2   0.0   1   1   4.9e-46   2.3e-44  146.9   0.0     3   188     4   205     2   206 0.98 -
